,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Amount_Total,Total_Purchases,Children,Family_Size,Total_AcceptedCmp,Days_Active
1994,Graduation,In Relationship,13672.0,86,6,2,9.0,2,1,5,2,1.0,0.0,3,8,0,0,0,0,0,0,0,54.0,23,6.0,2,4,0,513
1995,2n Cycle,In Relationship,96547.0,4,448,21,125.0,52,101,62,0,7.0,6.0,8,2,1,0,1,1,0,0,1,34.0,757,21.0,0,2,4,194
1996,Graduation,In Relationship,79205.0,73,504,23,117.0,179,28,44,1,6.0,5.0,4,4,0,0,0,1,0,0,1,39.0,716,16.0,0,2,2,757
1997,PhD,In Relationship,56559.0,46,226,22,133.0,41,31,31,3,4.0,3.0,8,4,0,0,0,0,0,0,0,39.0,443,18.0,1,3,0,666
1998,PhD,In Relationship,32644.0,38,239,3,141.0,0,7,23,4,7.0,1.0,6,8,1,0,0,0,0,0,0,41.0,413,18.0,1,3,1,652
1999,2n Cycle,Single,67506.0,73,90,38,67.0,33,36,67,1,4.0,1.0,6,3,0,0,0,0,0,0,0,34.0,298,12.0,1,2,0,236
2000,Graduation,Single,24206.0,66,7,2,8.0,3,2,3,1,1.0,0.0,3,6,0,0,0,0,0,0,0,44.0,22,5.0,1,2,0,425
2001,PhD,Single,28420.0,36,4,2,5.0,2,0,0,1,1.0,0.0,2,6,0,0,0,0,0,0,0,47.0,11,4.0,1,2,0,312
2002,Graduation,In Relationship,22979.0,29,16,17,19.0,20,21,22,3,3.0,2.0,2,8,0,0,0,0,0,0,1,44.0,95,10.0,1,3,1,882
2003,Graduation,Single,33279.0,29,10,3,3.0,0,0,0,1,0.0,0.0,3,3,0,0,0,0,0,0,0,48.0,16,4.0,0,1,0,-28
2004,Master,Single,46423.0,6,68,0,16.0,0,0,8,3,2.0,0.0,4,7,0,0,0,0,0,0,0,42.0,92,9.0,2,3,0,439
2005,Graduation,In Relationship,30368.0,97,35,0,13.0,2,0,2,2,2.0,0.0,3,8,0,0,0,0,0,0,0,37.0,50,7.0,1,3,0,417
2006,Graduation,In Relationship,63684.0,61,575,80,428.0,208,93,80,3,8.0,4.0,8,5,0,0,0,0,0,0,0,44.0,1256,23.0,1,3,0,680
2007,Graduation,Single,41638.0,68,315,0,31.0,4,0,91,4,5.0,5.0,3,8,1,0,0,0,0,0,0,50.0,437,17.0,1,2,1,594
2008,PhD,Single,68805.0,73,182,2,49.0,17,13,20,1,3.0,1.0,7,2,0,0,0,0,0,0,0,55.0,266,12.0,1,2,0,373
2009,PhD,In Relationship,65814.0,90,561,14,113.0,10,14,35,3,8.0,2.0,10,5,0,0,0,0,0,0,0,48.0,737,23.0,1,3,0,217
2010,Graduation,Single,71964.0,81,587,51,932.0,180,34,86,1,5.0,6.0,5,3,0,0,0,0,0,0,0,56.0,1690,17.0,0,1,0,485
2011,Graduation,Single,39146.0,1,94,1,33.0,13,12,12,3,4.0,0.0,4,8,0,0,0,0,0,0,0,28.0,152,11.0,1,2,0,660
2012,Graduation,In Relationship,96876.0,79,908,43,735.0,40,194,21,1,7.0,7.0,9,2,0,1,1,1,0,0,1,37.0,1901,24.0,0,2,4,468
2013,Basic,In Relationship,34445.0,92,228,122,122.0,208,129,30,6,11.0,2.0,8,9,0,0,0,0,0,0,0,33.0,631,27.0,0,2,0,587
2014,Graduation,Single,68281.0,31,995,112,417.0,42,48,41,1,2.0,9.0,13,5,0,0,0,0,0,0,1,56.0,1613,25.0,0,1,1,851
2015,2n Cycle,In Relationship,37284.0,46,11,1,2.0,2,1,6,1,0.0,0.0,3,6,0,0,0,0,0,0,0,39.0,21,4.0,2,4,0,572
2016,Graduation,In Relationship,36790.0,14,3,3,14.0,15,21,10,1,2.0,1.0,2,9,0,0,0,0,0,0,1,31.0,51,6.0,0,2,1,689
2017,Graduation,In Relationship,27943.0,89,12,1,16.0,4,1,3,3,2.0,0.0,3,8,0,0,0,0,0,0,0,47.0,33,8.0,2,4,0,512
2018,Graduation,Single,22263.0,31,17,0,2.0,0,0,2,2,1.0,0.0,3,6,0,0,0,0,0,1,0,63.0,21,6.0,2,3,0,221
2019,Graduation,In Relationship,30261.0,75,8,0,5.0,0,3,6,1,0.0,0.0,3,8,0,0,0,0,0,0,0,42.0,22,4.0,3,5,0,728
2020,Graduation,In Relationship,28587.0,42,22,4,17.0,12,10,13,3,2.0,0.0,4,6,0,0,0,0,0,0,0,36.0,66,9.0,1,3,0,-37
2021,Master,In Relationship,43815.0,53,14,10,29.0,4,7,15,1,2.0,0.0,3,6,0,0,0,0,0,0,0,32.0,75,6.0,1,3,0,529
2022,Graduation,In Relationship,48195.0,53,106,27,68.0,52,7,5,6,4.0,2.0,5,6,0,0,0,0,0,0,0,58.0,213,17.0,2,4,0,267
2023,Master,In Relationship,77027.0,23,820,57,242.0,45,0,11,2,8.0,3.0,6,4,0,0,0,0,0,0,0,62.0,1130,19.0,1,3,0,196
2024,PhD,In Relationship,71322.0,57,753,43,226.0,69,10,204,2,8.0,5.0,13,4,0,0,0,0,0,0,0,49.0,1236,28.0,1,3,0,602
2025,Master,In Relationship,32765.0,49,13,3,17.0,7,3,3,2,2.0,0.0,4,5,0,0,0,0,0,0,0,35.0,39,8.0,1,3,0,238
2026,Graduation,In Relationship,29672.0,6,9,1,3.0,0,4,8,1,0.0,0.0,3,6,0,0,0,0,0,0,0,49.0,25,4.0,2,4,0,363
2027,Graduation,Single,23272.0,29,19,3,6.0,4,2,12,1,1.0,0.0,3,4,0,0,0,0,0,0,0,61.0,42,5.0,0,1,0,387
2028,Master,In Relationship,49912.0,5,520,8,223.0,32,49,42,4,10.0,5.0,7,8,1,0,0,0,0,0,1,65.0,842,26.0,1,3,2,876
2029,2n Cycle,In Relationship,7500.0,98,5,17,17.0,13,14,34,4,2.0,1.0,3,9,0,0,0,0,0,0,0,29.0,87,10.0,1,3,0,966
2030,PhD,Single,68117.0,80,618,44,215.0,0,17,36,2,11.0,8.0,4,6,1,0,0,0,0,0,1,67.0,930,25.0,1,2,2,350
2031,Graduation,In Relationship,67225.0,4,315,35,322.0,46,7,143,3,7.0,2.0,11,5,0,0,0,0,0,0,0,59.0,822,23.0,1,3,0,372
2032,Graduation,In Relationship,17649.0,70,15,1,23.0,0,5,1,3,3.0,0.0,3,8,0,0,0,0,0,0,0,38.0,45,9.0,1,3,0,291
2033,Graduation,In Relationship,55914.0,32,384,60,364.0,119,101,232,4,11.0,6.0,8,7,0,0,0,0,0,0,0,39.0,1141,29.0,1,3,0,555
2034,Graduation,In Relationship,40059.0,82,110,29,92.0,28,10,145,1,6.0,2.0,3,8,1,0,0,0,0,0,0,30.0,386,12.0,1,3,1,353
2035,Graduation,In Relationship,60905.0,27,208,17,76.0,36,17,38,2,3.0,3.0,7,2,0,0,0,0,0,0,0,64.0,356,15.0,1,3,0,547
2036,Graduation,In Relationship,75330.0,94,555,82,257.0,93,61,61,4,10.0,3.0,12,6,0,0,0,0,0,0,0,37.0,1016,29.0,2,4,0,877
2037,Graduation,Single,60689.0,23,240,90,216.0,63,6,24,4,4.0,4.0,10,3,0,0,0,0,0,0,0,63.0,576,22.0,1,2,0,677
2038,Graduation,In Relationship,38680.0,97,11,0,36.0,15,5,12,1,2.0,0.0,3,7,0,0,0,0,0,0,0,30.0,64,6.0,1,3,0,522
2039,Graduation,In Relationship,61416.0,25,848,154,323.0,201,61,78,1,10.0,3.0,10,6,1,0,0,0,0,0,0,32.0,1464,24.0,0,2,1,467
2040,Graduation,Single,49767.0,92,202,47,197.0,55,42,149,1,5.0,4.0,8,4,0,0,0,0,0,0,0,23.0,637,18.0,0,1,0,578
2041,Graduation,Single,83273.0,98,433,89,650.0,16,102,102,10,4.0,6.0,9,7,0,0,0,0,0,0,0,44.0,1376,29.0,3,4,0,705
2042,Graduation,In Relationship,29009.0,19,6,6,15.0,10,5,2,2,2.0,0.0,3,6,0,0,0,0,0,0,0,33.0,34,7.0,1,3,0,354
2043,Master,In Relationship,45057.0,80,37,0,7.0,3,0,3,1,2.0,0.0,3,5,0,0,0,0,0,0,0,35.0,47,6.0,1,3,0,614
2044,Graduation,In Relationship,37150.0,80,167,37,64.0,49,34,116,8,4.0,3.0,6,7,0,0,0,0,0,0,0,43.0,418,21.0,1,3,0,678
2045,Graduation,Single,43020.0,79,45,7,99.0,4,25,43,3,4.0,1.0,4,6,0,0,0,0,0,0,0,44.0,219,12.0,1,2,0,293
2046,Graduation,In Relationship,53154.0,50,129,0,21.0,0,1,7,1,3.0,1.0,4,4,0,0,0,0,0,0,0,55.0,158,9.0,1,3,0,42
2047,Graduation,In Relationship,65308.0,60,713,0,264.0,120,80,34,1,7.0,8.0,12,4,0,0,1,1,0,0,0,41.0,1091,28.0,0,2,2,333
2048,Graduation,Single,76467.0,44,676,161,426.0,210,44,58,2,2.0,5.0,5,6,0,0,0,0,0,0,1,44.0,1365,14.0,1,2,1,798
2049,2n Cycle,In Relationship,81044.0,0,450,26,535.0,73,98,26,1,5.0,6.0,10,1,0,0,0,0,0,0,0,67.0,1135,22.0,0,2,0,345
2050,Graduation,In Relationship,32871.0,28,22,2,12.0,0,2,5,1,1.0,0.0,3,4,0,0,0,0,0,0,0,63.0,43,5.0,2,4,0,432
2051,Graduation,Single,55801.0,35,367,4,51.0,6,4,95,6,7.0,2.0,6,7,0,0,0,1,0,0,0,39.0,521,21.0,2,3,1,406
2052,Graduation,Single,76320.0,49,526,35,214.0,69,53,35,2,6.0,3.0,4,2,0,0,0,0,0,0,0,55.0,863,15.0,1,2,0,119
2053,Master,Single,36927.0,46,51,0,16.0,0,0,4,2,3.0,0.0,3,8,0,0,0,0,0,0,0,59.0,71,8.0,2,3,0,258
2054,Graduation,In Relationship,48794.0,97,25,0,11.0,3,0,15,1,1.0,0.0,3,4,0,0,0,0,0,0,0,61.0,51,5.0,2,4,0,67
2055,Graduation,Single,23478.0,51,28,6,27.0,12,17,39,1,3.0,0.0,3,8,0,0,0,0,0,0,0,49.0,117,7.0,0,1,0,577
2056,Graduation,Single,71128.0,80,958,159,447.0,20,0,31,3,2.0,10.0,12,7,0,0,0,0,0,0,0,41.0,1595,27.0,1,2,0,830
2057,PhD,Single,70179.0,10,532,88,168.0,69,44,133,3,7.0,3.0,13,5,0,0,0,0,0,0,0,38.0,965,26.0,1,2,0,494
2058,Graduation,In Relationship,59462.0,29,724,17,143.0,0,8,196,2,9.0,2.0,12,7,0,0,0,0,0,0,0,64.0,1088,25.0,1,3,0,556
2059,Master,In Relationship,52247.25135379061,52,375,42,48.0,94,66,96,7,4.0,10.0,4,3,0,0,0,0,0,0,0,45.0,627,25.0,2,4,0,516
2060,Graduation,In Relationship,38361.0,74,39,0,56.0,20,8,14,3,3.0,1.0,3,7,0,0,0,0,0,0,0,45.0,117,10.0,1,3,0,271
2061,PhD,Single,52247.25135379061,82,23,0,15.0,0,2,7,2,3.0,0.0,3,6,0,0,0,0,0,0,0,33.0,47,8.0,1,2,0,473
2062,PhD,In Relationship,70038.0,54,587,54,348.0,71,54,130,1,4.0,4.0,8,2,0,0,0,0,0,0,0,32.0,1173,17.0,0,2,0,354
2063,Graduation,In Relationship,42554.0,93,29,1,11.0,0,0,0,2,2.0,0.0,3,4,0,0,0,0,0,0,0,36.0,41,7.0,2,4,0,278
2064,Graduation,In Relationship,67445.0,63,757,80,217.0,29,80,11,5,9.0,6.0,12,6,0,0,0,0,0,0,0,40.0,1145,32.0,1,3,0,666
2065,Graduation,Single,67046.0,92,544,35,133.0,23,151,107,2,4.0,5.0,4,2,0,0,0,0,0,0,0,63.0,970,15.0,1,2,0,462
2066,Graduation,In Relationship,42192.0,40,40,15,15.0,17,6,7,1,2.0,1.0,3,4,0,0,0,0,0,0,0,66.0,83,7.0,0,2,0,506
2067,PhD,In Relationship,77610.0,70,1245,33,332.0,21,33,16,2,4.0,7.0,4,7,0,0,0,0,0,0,0,62.0,1659,17.0,1,3,0,699
2068,Graduation,In Relationship,31761.0,96,19,1,20.0,16,14,28,2,3.0,0.0,4,5,0,0,0,0,0,0,0,30.0,82,9.0,1,3,0,121
2069,Graduation,In Relationship,34350.0,81,16,3,15.0,2,1,11,1,1.0,0.0,3,7,0,0,0,0,0,0,0,35.0,46,5.0,1,3,0,333
2070,Graduation,In Relationship,54591.0,63,376,4,94.0,12,9,24,3,6.0,2.0,8,5,0,0,0,0,0,0,0,65.0,507,19.0,1,3,0,515
2071,Graduation,In Relationship,71866.0,85,184,178,178.0,103,39,33,1,6.0,3.0,10,3,0,0,0,0,0,0,0,58.0,612,20.0,1,3,0,262
2072,Graduation,In Relationship,25293.0,51,15,0,11.0,0,2,9,1,1.0,1.0,2,8,0,0,0,0,0,0,0,45.0,37,5.0,1,3,0,397
2073,PhD,Single,42000.0,23,124,83,267.0,85,59,35,2,5.0,2.0,11,5,0,0,0,0,0,0,1,27.0,568,20.0,0,1,1,409
2074,Graduation,In Relationship,69520.0,95,627,120,414.0,121,80,93,1,9.0,6.0,5,5,0,0,0,0,0,0,0,31.0,1334,21.0,0,2,0,423
2075,Graduation,Single,64713.0,11,180,60,241.0,13,54,54,2,5.0,5.0,7,4,0,0,0,0,0,0,1,44.0,589,19.0,1,2,1,147
2076,Master,In Relationship,27889.0,42,14,0,4.0,0,0,8,1,1.0,1.0,2,6,0,0,0,0,0,0,0,37.0,26,5.0,1,3,0,537
2077,Basic,Single,22123.0,77,3,3,24.0,34,7,31,1,2.0,1.0,3,5,0,0,0,0,0,0,0,54.0,68,7.0,0,1,0,178
2078,Graduation,In Relationship,52247.25135379061,82,71,1,16.0,0,0,9,4,2.0,1.0,3,8,0,0,0,0,0,0,0,43.0,97,10.0,2,4,0,562
2079,Master,In Relationship,52247.25135379061,83,161,0,22.0,0,0,24,2,4.0,1.0,4,6,0,0,0,0,0,0,0,60.0,207,11.0,1,3,0,449
2080,Graduation,In Relationship,27803.0,40,8,26,46.0,38,9,49,2,3.0,0.0,4,8,0,0,0,0,0,0,0,41.0,138,9.0,1,3,0,793
2081,Graduation,Single,52247.25135379061,95,264,0,21.0,12,6,147,3,6.0,1.0,5,7,0,0,0,0,0,0,0,59.0,438,15.0,1,2,0,320
2082,Graduation,In Relationship,51651.0,32,293,6,23.0,13,6,92,4,6.0,2.0,5,8,0,0,0,0,0,0,0,54.0,420,17.0,1,3,0,847
2083,Graduation,In Relationship,68487.0,48,758,12,385.0,33,89,89,1,9.0,7.0,13,4,0,0,0,0,0,0,0,26.0,1333,30.0,0,2,0,645
2084,Master,Single,52247.25135379061,75,532,126,490.0,164,126,126,1,5.0,5.0,11,1,0,0,1,0,0,0,1,71.0,1400,22.0,0,1,2,328
2085,Graduation,In Relationship,56796.0,24,656,38,161.0,62,47,37,3,8.0,9.0,7,7,0,0,0,0,0,0,0,45.0,939,27.0,1,3,0,635
2086,2n Cycle,In Relationship,87000.0,61,196,25,607.0,67,17,49,1,4.0,6.0,7,2,0,0,0,0,0,0,0,22.0,894,18.0,0,2,0,661
2087,Graduation,In Relationship,79823.0,6,835,73,380.0,114,73,43,1,6.0,9.0,7,2,0,1,0,0,0,0,0,55.0,1404,23.0,1,3,1,245
2088,Graduation,Single,30828.0,16,16,11,15.0,2,0,12,2,1.0,1.0,4,3,0,0,0,0,0,0,0,34.0,54,8.0,1,2,0,590
2089,Master,In Relationship,34109.0,39,9,1,5.0,2,1,4,1,0.0,0.0,3,4,0,0,0,0,0,0,0,43.0,20,4.0,1,3,0,505
2090,Master,Single,53367.0,2,229,7,140.0,10,3,11,7,5.0,1.0,8,7,0,0,0,0,0,0,1,40.0,390,21.0,2,3,1,461
2091,Basic,In Relationship,22390.0,49,0,1,4.0,15,1,5,1,1.0,0.0,2,7,0,0,0,0,0,0,0,45.0,11,4.0,0,2,0,363
2092,Graduation,In Relationship,71322.0,31,121,24,124.0,24,15,42,1,4.0,1.0,7,2,0,0,0,0,0,0,0,38.0,326,13.0,1,3,0,274
2093,Graduation,Single,79244.0,58,471,102,125.0,212,61,245,1,4.0,10.0,7,1,0,0,1,1,0,0,1,21.0,1004,22.0,0,1,3,660
2094,Master,In Relationship,49912.0,5,520,8,223.0,32,49,42,4,10.0,5.0,7,8,1,0,0,0,0,0,1,65.0,842,26.0,1,3,2,876
2095,PhD,In Relationship,48699.0,90,26,1,10.0,2,0,1,1,1.0,0.0,3,5,0,0,0,0,0,0,0,64.0,38,5.0,2,4,0,475
2096,Graduation,In Relationship,80144.0,47,240,132,445.0,250,192,108,1,3.0,7.0,8,1,0,0,0,0,0,0,0,39.0,1117,19.0,0,2,0,386
2097,Graduation,Single,54252.0,25,178,4,26.0,8,4,44,5,4.0,1.0,5,6,0,0,0,0,0,0,0,58.0,256,15.0,2,3,0,533
2098,Master,In Relationship,81929.0,60,1486,55,278.0,49,0,185,2,4.0,4.0,10,6,1,0,1,0,0,0,1,38.0,2004,20.0,1,3,3,739
2099,Graduation,In Relationship,76068.0,67,1115,12,128.0,33,12,76,1,2.0,3.0,4,6,0,1,0,0,1,0,0,39.0,1343,10.0,1,3,2,671
2100,Master,In Relationship,53204.0,40,29,0,8.0,2,0,6,1,1.0,0.0,3,4,0,0,0,0,0,0,0,38.0,43,5.0,2,4,0,222
2101,PhD,In Relationship,67911.0,63,529,0,356.0,63,28,0,3,6.0,7.0,11,3,0,0,0,0,0,0,0,65.0,913,27.0,1,3,0,136
2102,2n Cycle,In Relationship,14796.0,1,13,3,8.0,7,4,16,2,1.0,0.0,3,9,0,0,0,0,0,0,1,30.0,44,6.0,1,3,1,810
2103,PhD,In Relationship,78128.0,89,934,24,230.0,16,24,36,2,8.0,4.0,6,3,0,1,1,0,0,0,0,40.0,1248,20.0,1,3,2,202
2104,Basic,In Relationship,14188.0,40,2,7,11.0,16,12,27,1,2.0,0.0,4,6,0,0,0,0,0,0,0,42.0,59,7.0,0,2,0,607
2105,Basic,In Relationship,20425.0,5,4,12,5.0,3,16,17,2,2.0,0.0,3,7,0,0,0,0,0,0,0,28.0,54,7.0,1,3,0,764
2106,Master,In Relationship,58646.0,3,62,1,44.0,6,5,22,1,2.0,1.0,4,4,0,0,0,0,0,0,0,52.0,134,8.0,1,3,0,424
2107,Graduation,Single,72967.0,1,158,35,179.0,0,0,125,2,7.0,2.0,8,5,1,0,0,0,0,0,1,44.0,497,19.0,1,2,2,721
2108,Master,In Relationship,48150.0,24,173,2,39.0,3,2,47,3,5.0,1.0,4,7,0,0,0,0,0,0,0,65.0,263,13.0,1,3,0,464
2109,Graduation,Single,82332.0,89,830,59,968.0,51,79,19,1,5.0,3.0,12,2,0,0,1,0,0,0,1,53.0,1955,21.0,0,1,2,722
2110,Graduation,Single,58275.0,48,189,10,253.0,56,43,64,6,8.0,2.0,7,7,0,0,0,0,0,0,0,59.0,559,23.0,2,3,0,621
2111,PhD,In Relationship,44953.0,31,728,17,133.0,11,8,124,1,7.0,3.0,13,6,1,0,0,0,0,0,0,33.0,1010,24.0,0,2,1,685
2112,Graduation,In Relationship,34587.0,68,7,2,9.0,2,0,2,2,1.0,0.0,3,4,0,0,0,0,0,0,0,61.0,20,6.0,2,4,0,137
2113,Master,In Relationship,43018.0,46,35,4,17.0,7,6,64,1,2.0,2.0,2,5,0,0,0,0,0,0,0,40.0,126,7.0,1,3,0,649
2114,Master,In Relationship,45736.0,92,188,3,180.0,20,3,43,5,7.0,1.0,6,7,0,0,0,0,0,0,0,60.0,417,19.0,1,3,0,409
2115,Master,In Relationship,66476.0,80,742,28,152.0,25,9,57,2,6.0,8.0,10,4,0,0,0,0,0,0,0,45.0,988,26.0,1,3,0,524
2116,2n Cycle,In Relationship,27733.0,16,0,7,5.0,26,2,17,2,2.0,0.0,3,7,0,0,0,0,0,0,0,33.0,31,7.0,1,3,0,452
2117,PhD,In Relationship,69805.0,50,750,71,174.0,13,10,20,2,6.0,8.0,11,2,0,0,0,0,0,0,0,62.0,1025,27.0,1,3,0,270
2118,Master,Single,72217.0,93,816,42,450.0,55,56,154,1,3.0,10.0,8,2,0,0,0,0,0,0,0,52.0,1518,22.0,0,1,0,336
2119,Graduation,Single,25818.0,51,5,2,8.0,2,2,9,1,0.0,1.0,2,7,0,0,0,0,0,0,0,43.0,26,4.0,1,2,0,729
2120,Master,In Relationship,37509.0,24,37,5,56.0,12,8,5,2,3.0,0.0,4,7,0,0,0,0,0,0,0,38.0,111,9.0,1,3,0,704
2121,2n Cycle,In Relationship,25176.0,79,4,0,4.0,0,0,5,1,1.0,0.0,2,7,0,0,0,0,0,0,0,38.0,13,4.0,2,4,0,346
2122,Graduation,In Relationship,43586.0,26,99,2,11.0,4,0,16,3,3.0,0.0,4,8,0,0,0,0,0,0,0,34.0,128,10.0,1,3,0,803
2123,2n Cycle,In Relationship,53230.0,86,176,72,98.0,136,21,229,4,5.0,2.0,12,5,0,0,0,0,0,0,0,58.0,596,23.0,1,3,0,918
2124,Graduation,In Relationship,50116.0,68,54,0,10.0,0,0,2,2,1.0,0.0,4,5,0,1,0,0,0,0,0,57.0,66,7.0,2,4,1,102
2125,Graduation,In Relationship,84906.0,98,997,15,414.0,99,30,76,1,5.0,6.0,12,2,0,1,1,0,1,0,0,42.0,1532,24.0,0,2,3,508
2126,Graduation,In Relationship,61286.0,34,356,0,107.0,19,9,117,2,7.0,1.0,8,5,0,0,0,0,0,0,0,48.0,589,18.0,1,3,0,633
2127,PhD,In Relationship,82333.0,60,1311,0,359.0,46,89,17,1,4.0,3.0,10,2,0,0,1,0,0,0,1,28.0,1776,18.0,0,2,2,557
2128,PhD,In Relationship,65220.0,3,890,63,292.0,0,25,12,4,8.0,4.0,7,6,0,0,0,0,0,0,1,49.0,1282,23.0,0,2,1,1000
2129,Graduation,In Relationship,33590.0,65,4,0,2.0,0,0,2,1,1.0,0.0,2,7,0,0,0,0,0,0,0,40.0,8,4.0,3,5,0,571
2130,Graduation,Single,30992.0,83,17,0,14.0,7,3,2,1,1.0,0.0,3,7,0,0,0,0,0,0,0,38.0,36,5.0,1,2,0,511
2131,Master,Single,72309.0,64,960,0,883.0,50,38,0,1,5.0,6.0,8,3,0,0,0,1,0,0,1,38.0,1881,20.0,0,1,2,335
2133,Basic,In Relationship,16005.0,69,1,3,2.0,20,30,47,3,2.0,1.0,2,8,0,0,0,0,0,0,0,34.0,83,8.0,1,3,0,776
2134,Master,Single,65487.0,48,240,67,500.0,199,0,163,3,3.0,5.0,6,2,0,0,0,0,0,0,0,57.0,970,17.0,0,1,0,19
2135,Graduation,In Relationship,58692.0,21,301,11,61.0,4,7,11,1,8.0,2.0,4,7,0,0,0,0,0,0,0,49.0,391,15.0,1,3,0,165
2136,Graduation,Single,40590.0,30,154,0,50.0,6,11,37,5,3.0,4.0,3,6,1,0,0,0,0,0,0,45.0,252,15.0,2,3,1,635
2137,Graduation,Single,20587.0,39,2,3,6.0,4,1,9,1,1.0,1.0,2,7,0,0,0,0,0,0,0,44.0,21,5.0,1,2,0,-7
2138,Master,Single,62637.0,76,104,12,48.0,4,12,5,1,2.0,2.0,5,2,0,0,0,0,0,0,0,60.0,181,10.0,1,2,0,262
2139,Master,Single,29435.0,11,70,3,37.0,4,2,64,4,3.0,2.0,2,9,0,0,0,0,0,0,1,48.0,176,11.0,2,3,1,901
2140,Graduation,Single,19346.0,26,2,0,9.0,3,6,2,1,1.0,0.0,3,8,0,0,0,0,0,0,0,40.0,19,5.0,1,2,0,285
2141,Graduation,In Relationship,35788.0,34,23,2,11.0,3,1,4,2,2.0,0.0,3,6,0,0,0,0,0,0,0,43.0,41,7.0,2,4,0,284
2142,Graduation,Single,36997.0,72,43,4,12.0,8,0,27,5,2.0,1.0,4,5,0,0,0,0,0,0,0,46.0,86,12.0,2,3,0,632
2143,Graduation,In Relationship,23539.0,13,4,24,11.0,16,1,25,1,2.0,0.0,4,6,0,0,0,0,0,0,0,57.0,65,7.0,0,2,0,269
2144,Graduation,Single,65333.0,58,654,7,92.0,0,15,30,7,9.0,4.0,8,6,0,1,1,0,0,0,0,41.0,798,28.0,1,2,2,266
2145,Graduation,Single,78499.0,12,912,72,170.0,47,36,97,1,11.0,3.0,4,4,0,0,1,0,0,0,1,57.0,1287,19.0,0,1,2,367
2146,PhD,In Relationship,29732.0,23,25,0,8.0,0,1,4,1,2.0,0.0,2,9,0,0,0,0,0,0,0,43.0,38,5.0,1,3,0,234
2147,Master,In Relationship,41275.0,33,24,4,22.0,0,2,9,4,3.0,1.0,3,5,0,0,0,0,0,0,0,54.0,61,11.0,3,5,0,225
2148,PhD,In Relationship,63516.0,30,141,11,114.0,15,14,5,4,4.0,1.0,7,5,0,0,0,0,0,0,0,41.0,285,16.0,2,4,0,518
2149,PhD,In Relationship,42769.0,15,71,0,13.0,3,1,0,2,1.0,1.0,4,4,0,0,0,0,0,0,0,52.0,85,8.0,1,3,0,347
2150,Master,In Relationship,49572.0,25,35,1,16.0,0,1,1,2,2.0,0.0,3,7,0,0,0,0,0,0,0,56.0,54,7.0,2,4,0,332
2151,Graduation,In Relationship,69209.0,4,496,32,849.0,229,48,128,2,5.0,3.0,6,4,0,0,0,1,0,0,0,42.0,1553,16.0,0,2,1,807
2152,Graduation,In Relationship,17148.0,80,9,9,11.0,13,10,16,4,3.0,1.0,3,8,0,0,0,0,0,0,0,38.0,55,11.0,1,3,0,233
2153,Graduation,Single,40590.0,30,154,0,50.0,6,11,37,5,3.0,4.0,3,6,1,0,0,0,0,0,0,45.0,252,15.0,2,3,1,635
2154,Master,In Relationship,30560.0,6,9,1,5.0,4,5,7,1,1.0,0.0,3,7,0,0,0,0,0,0,0,38.0,27,5.0,1,3,0,522
2155,2n Cycle,In Relationship,32146.0,16,26,3,23.0,4,7,3,2,2.0,0.0,4,6,0,0,0,0,0,0,0,31.0,62,8.0,1,3,0,-14
2156,2n Cycle,Single,41713.0,57,77,8,44.0,10,10,25,5,3.0,1.0,4,6,0,0,0,0,0,0,0,50.0,164,13.0,2,3,0,165
2157,Master,In Relationship,34176.0,9,11,2,7.0,4,2,2,1,1.0,0.0,3,3,0,0,0,0,0,0,0,39.0,24,5.0,1,3,0,310
2158,PhD,In Relationship,58482.0,59,576,7,115.0,19,7,7,2,7.0,4.0,9,6,0,1,0,0,0,0,0,59.0,712,22.0,1,3,1,-55
2159,Graduation,Single,59686.0,78,89,15,89.0,34,42,5,1,4.0,1.0,6,4,0,0,0,0,0,0,0,49.0,240,12.0,1,2,0,238
2160,PhD,In Relationship,60896.0,90,1013,30,399.0,60,46,153,3,9.0,10.0,4,6,0,0,0,0,0,0,1,50.0,1641,26.0,1,3,1,667
2161,Graduation,In Relationship,62994.0,74,224,12,48.0,4,12,12,1,6.0,2.0,4,6,0,0,0,0,0,0,0,34.0,308,13.0,1,3,0,174
2162,Graduation,In Relationship,47320.0,10,200,19,111.0,50,15,19,6,5.0,1.0,8,6,0,0,0,0,0,0,0,57.0,364,20.0,1,3,0,688
2163,2n Cycle,Single,74859.0,63,570,73,614.0,133,102,73,1,6.0,5.0,11,3,0,0,0,1,0,0,0,65.0,1432,23.0,0,1,1,578
2164,Basic,Single,15253.0,13,1,3,3.0,8,1,13,2,1.0,0.0,3,7,0,0,0,0,0,0,0,22.0,21,6.0,1,2,0,392
2165,PhD,Single,31560.0,98,62,1,20.0,4,0,7,2,2.0,1.0,3,8,0,0,0,0,0,0,0,40.0,90,8.0,1,2,0,433
2166,Graduation,Single,72071.0,4,531,69,300.0,150,138,150,3,5.0,4.0,8,2,0,0,0,0,0,0,0,60.0,1188,20.0,1,2,0,657
